ID_venta,Fecha_venta,Marca,Modelo,Tipo,Capacidad_kg,Altura_m,Precio_USD,Provincia,Cliente_tipo,Año_fabricación,Horas_uso,Estado,Método_pago,Vendedor
VENT00554,2024-05-09,Hyster,H50XT,gas,1500.0,5.9,22859.24,Mendoza,particular,2024,1526.0,reacondicionado,crédito,Logística Sur
VENT00555,2025-04-14,Hyster,J40XN,gas,3000.0,5.0,19575.79,Mendoza,empresa,2024,2331.0,reacondicionado,contado,Grupo Industrial SA
VENT00556,2025-03-12,Hyster,S120FT,eléctrico,3000.0,4.4,35382.77,Buenos Aires,distribuidor,2022,4038.0,usado,contado,Forklift Solutions
VENT00557,2023-09-11,Hyster,H50XT,gas,1500.0,3.7,6086.61,Chubut,distribuidor,2023,2746.0,usado,crédito,Logística Sur
VENT00558,2022-10-15,Toyota,7FBEU18,diésel,3500.0,4.7,25162.67,Salta,distribuidor,2021,1085.0,usado,contado,Potencia SRL
VENT00559,2025-06-30,Crown,SC 6000,eléctrico,1500.0,2.8,,Córdoba,particular,2023,2483.0,reacondicionado,crédito,Grupo Industrial SA
VENT00560,2022-09-14,Hyster,J40XN,gas,2500.0,3.9,18907.41,Salta,empresa,2021,0.0,nuevo,contado,Autoelevadores Norte
VENT00561,2023-06-23,Crown,FC 5200,gas,1500.0,,41090.05,Tucumán,particular,2023,1926.0,reacondicionado,leasing,Forklift Solutions
VENT00562,2023-12-27,Hyster,H50XT,gas,3000.0,5.6,24643.24,Santa Fe,empresa,2023,3176.0,reacondicionado,leasing,Autoelevadores Norte
VENT00563,2024-11-09,Linde,E30,diésel,2500.0,5.6,26560.56,Mendoza,particular,2021,3570.0,usado,crédito,Grupo Industrial SA
VENT00564,2025-02-15,Hyster,H50XT,gas,2000.0,4.2,10747.5,Buenos Aires,distribuidor,2024,4210.0,reacondicionado,contado,Potencia SRL
VENT00565,2023-10-14,Crown,FC 5200,diésel,4000.0,4.0,19167.64,Salta,particular,2022,0.0,nuevo,contado,Autoelevadores Norte
VENT00566,2024-02-12,Crown,SC 6000,gas,2000.0,3.3,26572.46,Mendoza,particular,2024,4220.0,usado,contado,Grupo Industrial SA
VENT00567,2022-12-24,Hyster,H50XT,gas,1500.0,3.3,,Córdoba,empresa,2021,0.0,nuevo,contado,Forklift Solutions
VENT00568,2024-10-19,Linde,H25D,gas,3000.0,2.8,29935.09,Córdoba,distribuidor,2024,0.0,nuevo,crédito,Grupo Industrial SA
VENT00569,2023-10-26,Toyota,TX30,diésel,2500.0,5.0,25069.02,Santa Fe,empresa,2023,2430.0,usado,crédito,Logística Sur
VENT00570,2023-12-28,Hyster,S120FT,gas,2000.0,2.8,,Neuquén,empresa,2024,4329.0,reacondicionado,leasing,Potencia SRL
VENT00571,2024-06-08,Hyster,H50XT,gas,1500.0,2.6,,Santa Fe,empresa,2023,801.0,reacondicionado,contado,Autoelevadores Norte
VENT00572,2024-05-02,Linde,H25D,eléctrico,4000.0,,10362.08,Buenos Aires,particular,2023,2554.0,reacondicionado,leasing,Autoelevadores Norte
VENT00573,2024-05-02,Yale,GLC050,diésel,,5.5,25296.05,Chubut,particular,2022,0.0,nuevo,contado,Forklift Solutions
VENT00574,2022-12-19,Linde,E16,eléctrico,4000.0,4.3,31143.22,Mendoza,particular,2023,3887.0,reacondicionado,leasing,Potencia SRL
VENT00575,2023-05-26,Yale,GDP25UX,eléctrico,4000.0,5.4,29719.04,Mendoza,distribuidor,2022,0.0,nuevo,contado,Grupo Industrial SA
VENT00576,2025-06-05,Crown,SC 6000,diésel,3500.0,3.7,22089.13,Santa Fe,distribuidor,2021,0.0,nuevo,crédito,Grupo Industrial SA
VENT00577,2023-03-30,Hyster,S120FT,eléctrico,3500.0,2.9,18554.99,Buenos Aires,empresa,2022,0.0,nuevo,leasing,Autoelevadores Norte
VENT00578,2023-09-20,Toyota,8FGCU25,eléctrico,2000.0,4.6,16053.5,Buenos Aires,empresa,2022,0.0,nuevo,crédito,Autoelevadores Norte
VENT00579,2023-12-03,Linde,E30,gas,2000.0,5.7,23951.57,Neuquén,distribuidor,2021,0.0,nuevo,leasing,Forklift Solutions
VENT00580,2024-02-14,Yale,GDP25UX,eléctrico,3500.0,2.6,34064.64,Mendoza,empresa,2023,,nuevo,crédito,Forklift Solutions
VENT00581,2022-12-09,Linde,E30,gas,3500.0,4.0,9385.57,Chubut,distribuidor,2024,0.0,nuevo,leasing,Logística Sur
VENT00582,2022-11-08,Toyota,8FGCU25,diésel,2000.0,,19720.87,Salta,particular,2022,262.0,usado,contado,Logística Sur
VENT00583,2024-09-30,Linde,E16,gas,,3.7,15881.58,Córdoba,empresa,2024,2608.0,reacondicionado,crédito,Potencia SRL
VENT00584,2024-06-24,Linde,H25D,gas,2000.0,4.7,,Buenos Aires,empresa,2022,0.0,nuevo,leasing,Autoelevadores Norte
VENT00585,2023-04-20,Crown,SC 6000,diésel,2000.0,3.9,20565.52,Salta,particular,2024,3852.0,reacondicionado,leasing,Autoelevadores Norte
VENT00586,2024-10-17,Crown,RC 5500,eléctrico,4000.0,3.1,21234.9,Santa Fe,particular,2024,0.0,nuevo,leasing,Potencia SRL
VENT00587,2025-04-06,Toyota,8FGCU25,diésel,2500.0,5.1,23264.4,Buenos Aires,distribuidor,2022,2427.0,usado,contado,Potencia SRL
VENT00588,2023-01-18,Crown,SC 6000,eléctrico,3000.0,5.1,28563.15,Salta,particular,2024,3234.0,usado,crédito,Grupo Industrial SA
VENT00589,2025-07-26,Toyota,TX30,gas,3500.0,5.0,21860.89,Neuquén,empresa,2024,0.0,nuevo,contado,Autoelevadores Norte
VENT00590,2025-09-03,Linde,E30,diésel,2500.0,,630.86,Salta,empresa,2023,0.0,nuevo,leasing,Autoelevadores Norte
VENT00591,2023-05-07,Linde,E16,diésel,3500.0,3.9,29346.5,Córdoba,empresa,2023,1159.0,reacondicionado,contado,Autoelevadores Norte
VENT00592,2024-03-15,Toyota,TX30,eléctrico,2500.0,3.7,28512.34,Córdoba,particular,2024,2340.0,usado,crédito,Forklift Solutions
VENT00593,2024-06-13,Hyster,J40XN,eléctrico,1500.0,3.4,23243.67,Chubut,distribuidor,2024,,usado,contado,Grupo Industrial SA
VENT00594,2022-11-07,Hyster,J40XN,diésel,1500.0,5.5,16327.71,Tucumán,particular,2022,3974.0,reacondicionado,contado,Autoelevadores Norte
VENT00595,2025-04-21,Linde,H25D,diésel,2000.0,,27814.24,Córdoba,distribuidor,2024,3908.0,usado,leasing,Grupo Industrial SA
VENT00596,2024-09-07,Crown,FC 5200,eléctrico,3000.0,3.2,28033.88,Salta,distribuidor,2021,0.0,nuevo,contado,Autoelevadores Norte
VENT00597,2024-05-06,Yale,ERP030,gas,3500.0,3.6,21239.74,Salta,empresa,2021,1439.0,usado,crédito,Logística Sur
VENT00598,2024-08-26,Toyota,8FGCU25,gas,,5.5,23266.15,Chubut,empresa,2021,3678.0,usado,crédito,Forklift Solutions
VENT00599,2022-11-26,Crown,SC 6000,diésel,1500.0,4.8,17558.75,Salta,particular,2024,2636.0,reacondicionado,crédito,Logística Sur
VENT00600,2023-02-18,Linde,E30,diésel,1500.0,2.9,23571.29,Córdoba,empresa,2024,4938.0,reacondicionado,leasing,Grupo Industrial SA
VENT00601,2024-09-14,Crown,FC 5200,eléctrico,4000.0,3.9,12596.57,Salta,empresa,2023,0.0,nuevo,crédito,Logística Sur
VENT00602,2023-05-07,Hyster,H50XT,diésel,2000.0,,28338.55,Santa Fe,distribuidor,2021,,reacondicionado,crédito,Autoelevadores Norte
VENT00603,2022-10-15,Hyster,S120FT,gas,2000.0,3.9,,Buenos Aires,distribuidor,2024,2533.0,reacondicionado,leasing,Potencia SRL
VENT00604,2022-11-03,Yale,ERP030,diésel,,4.1,26904.83,Mendoza,distribuidor,2024,0.0,nuevo,contado,Grupo Industrial SA
VENT00605,2025-03-31,Toyota,8FGCU25,diésel,2000.0,3.5,13752.3,Buenos Aires,empresa,2021,3938.0,reacondicionado,leasing,Forklift Solutions
VENT00606,2025-04-30,Yale,ERP030,diésel,2500.0,4.0,20279.54,Tucumán,particular,2024,1568.0,reacondicionado,crédito,Forklift Solutions
VENT00607,2023-04-08,Toyota,7FBEU18,eléctrico,2000.0,3.4,24116.08,Tucumán,distribuidor,2021,,nuevo,contado,Forklift Solutions
VENT00608,2025-05-19,Toyota,7FBEU18,gas,2500.0,4.4,11714.4,Buenos Aires,distribuidor,2024,1084.0,usado,crédito,Forklift Solutions
VENT00609,2024-01-30,Hyster,S120FT,diésel,2000.0,5.4,25921.18,Buenos Aires,empresa,2022,506.0,reacondicionado,contado,Autoelevadores Norte
VENT00610,2023-02-24,Hyster,S120FT,diésel,,5.6,21966.82,Neuquén,empresa,2022,4216.0,usado,crédito,Logística Sur
VENT00611,2025-09-05,Hyster,H50XT,gas,3500.0,4.7,11061.15,Chubut,empresa,2024,4320.0,usado,contado,Potencia SRL
VENT00612,2025-01-14,Hyster,J40XN,gas,2000.0,4.6,14574.06,Salta,particular,2024,2478.0,usado,crédito,Logística Sur
VENT00613,2025-06-18,Crown,SC 6000,gas,4000.0,5.8,29840.96,Chubut,empresa,2021,4952.0,reacondicionado,leasing,Grupo Industrial SA
VENT00614,2024-03-05,Linde,H25D,diésel,3000.0,4.7,,Tucumán,particular,2021,0.0,nuevo,contado,Autoelevadores Norte
VENT00615,2023-07-13,Hyster,J40XN,gas,2000.0,4.8,23944.73,Córdoba,particular,2022,0.0,nuevo,crédito,Autoelevadores Norte
VENT00616,2024-05-01,Toyota,7FBEU18,gas,1500.0,2.6,28238.09,Santa Fe,particular,2022,0.0,nuevo,contado,Potencia SRL
VENT00617,2024-10-14,Crown,SC 6000,eléctrico,2000.0,5.3,26790.75,Mendoza,distribuidor,2021,4381.0,usado,leasing,Logística Sur
VENT00618,2023-03-05,Hyster,J40XN,gas,2500.0,,27636.98,Córdoba,distribuidor,2024,583.0,reacondicionado,contado,Logística Sur
VENT00619,2022-12-16,Yale,GLC050,eléctrico,3000.0,2.6,35287.87,Buenos Aires,particular,2022,3097.0,usado,contado,Grupo Industrial SA
VENT00620,2025-04-18,Crown,FC 5200,eléctrico,4000.0,5.0,12944.01,Santa Fe,distribuidor,2023,0.0,nuevo,crédito,Forklift Solutions
VENT00621,2025-09-06,Hyster,S120FT,eléctrico,3000.0,,30411.69,Tucumán,distribuidor,2022,2360.0,reacondicionado,leasing,Logística Sur
VENT00622,2024-09-08,Linde,E16,eléctrico,4000.0,3.2,21943.93,Santa Fe,distribuidor,2023,1789.0,usado,contado,Autoelevadores Norte
VENT00623,2025-04-25,Linde,E30,gas,,2.6,23205.93,Mendoza,distribuidor,2022,,usado,leasing,Forklift Solutions
VENT00624,2025-05-23,Linde,H25D,diésel,2000.0,4.4,22582.0,Santa Fe,particular,2024,1279.0,usado,leasing,Grupo Industrial SA
VENT00625,2024-02-20,Yale,GDP25UX,eléctrico,2000.0,4.9,21998.82,Neuquén,empresa,2024,0.0,nuevo,crédito,Potencia SRL
VENT00626,2025-06-20,Crown,FC 5200,diésel,3000.0,2.7,15190.43,Salta,distribuidor,2021,1212.0,reacondicionado,crédito,Autoelevadores Norte
VENT00627,2023-03-26,Toyota,TX30,eléctrico,3500.0,4.8,26466.71,Buenos Aires,empresa,2024,1798.0,usado,crédito,Forklift Solutions
VENT00628,2025-08-09,Linde,H25D,gas,3000.0,4.4,38367.54,Mendoza,distribuidor,2021,240.0,reacondicionado,contado,Grupo Industrial SA
VENT00629,2025-05-07,Hyster,H50XT,diésel,3500.0,4.3,24550.94,Córdoba,distribuidor,2024,0.0,nuevo,contado,Grupo Industrial SA
VENT00630,2023-12-18,Toyota,TX30,diésel,3500.0,2.8,24988.92,Mendoza,distribuidor,2023,0.0,nuevo,leasing,Potencia SRL
VENT00631,2023-03-30,Crown,RC 5500,diésel,3500.0,4.4,19501.61,Salta,particular,2021,2890.0,reacondicionado,contado,Autoelevadores Norte
VENT00632,2024-05-08,Toyota,7FBEU18,eléctrico,3000.0,3.7,24060.2,Chubut,particular,2023,1622.0,usado,leasing,Forklift Solutions
VENT00633,2023-12-14,Crown,RC 5500,gas,2000.0,,28729.33,Chubut,distribuidor,2022,0.0,nuevo,contado,Grupo Industrial SA
VENT00634,2025-08-06,Hyster,H50XT,eléctrico,2500.0,4.1,22038.06,Salta,particular,2021,,nuevo,crédito,Forklift Solutions
VENT00635,2023-03-21,Toyota,TX30,diésel,2000.0,5.7,21369.57,Buenos Aires,distribuidor,2023,,usado,leasing,Logística Sur
VENT00636,2024-11-28,Linde,H25D,diésel,2500.0,3.8,28226.12,Salta,empresa,2023,4107.0,usado,contado,Grupo Industrial SA
VENT00637,2023-07-04,Linde,H25D,eléctrico,3500.0,5.1,17655.96,Chubut,distribuidor,2024,0.0,nuevo,contado,Forklift Solutions
VENT00638,2022-11-12,Crown,SC 6000,eléctrico,,5.6,27019.97,Tucumán,particular,2023,0.0,nuevo,crédito,Grupo Industrial SA
VENT00639,2024-05-14,Crown,SC 6000,gas,2500.0,5.4,31562.57,Salta,particular,2022,4254.0,usado,crédito,Grupo Industrial SA
VENT00640,2024-08-04,Crown,FC 5200,diésel,4000.0,4.3,35879.59,Mendoza,particular,2023,0.0,nuevo,crédito,Autoelevadores Norte
VENT00641,2024-04-13,Crown,SC 6000,diésel,2500.0,4.8,24276.94,Neuquén,distribuidor,2022,966.0,reacondicionado,contado,Autoelevadores Norte
VENT00642,2023-07-06,Yale,GDP25UX,gas,3000.0,4.4,35940.78,Córdoba,distribuidor,2022,0.0,nuevo,crédito,Autoelevadores Norte
VENT00643,2024-08-21,Crown,FC 5200,diésel,3500.0,5.8,33275.28,Santa Fe,distribuidor,2024,0.0,nuevo,contado,Logística Sur
VENT00644,2024-03-20,Hyster,J40XN,eléctrico,1500.0,,17030.3,Salta,particular,2023,352.0,usado,leasing,Logística Sur
VENT00645,2025-05-22,Hyster,J40XN,gas,4000.0,5.7,15256.49,Chubut,distribuidor,2022,0.0,nuevo,contado,Forklift Solutions
VENT00646,2023-01-09,Yale,GLC050,eléctrico,,4.9,22560.29,Córdoba,distribuidor,2022,1023.0,usado,contado,Forklift Solutions
VENT00647,2022-11-22,Hyster,H50XT,gas,2500.0,5.5,,Mendoza,particular,2023,1701.0,usado,crédito,Grupo Industrial SA
VENT00648,2022-11-15,Hyster,S120FT,gas,4000.0,5.5,24421.7,Mendoza,empresa,2023,111.0,reacondicionado,leasing,Forklift Solutions
VENT00649,2024-10-08,Hyster,H50XT,gas,4000.0,5.0,20194.74,Chubut,particular,2023,1955.0,reacondicionado,leasing,Forklift Solutions
VENT00650,2023-10-15,Crown,SC 6000,gas,3500.0,3.1,37417.95,Córdoba,empresa,2024,0.0,nuevo,leasing,Potencia SRL
VENT00651,2022-10-25,Yale,ERP030,eléctrico,4000.0,5.9,27295.24,Chubut,distribuidor,2021,,nuevo,leasing,Grupo Industrial SA
VENT00652,2024-11-29,Linde,E30,diésel,3000.0,5.4,6435.25,Chubut,empresa,2022,504.0,reacondicionado,crédito,Autoelevadores Norte
VENT00653,2025-07-15,Linde,E30,gas,2500.0,5.4,27537.29,Salta,empresa,2021,848.0,reacondicionado,crédito,Logística Sur
VENT00654,2025-02-14,Toyota,8FGCU25,gas,2000.0,5.4,29160.32,Tucumán,distribuidor,2023,4720.0,usado,contado,Forklift Solutions
VENT00655,2025-02-18,Yale,GDP25UX,diésel,2000.0,3.4,26804.87,Chubut,empresa,2024,,reacondicionado,contado,Logística Sur
VENT00656,2023-08-15,Hyster,J40XN,diésel,3500.0,,28597.7,Salta,particular,2021,0.0,nuevo,contado,Autoelevadores Norte
VENT00657,2023-09-05,Yale,ERP030,diésel,3500.0,4.3,24461.8,Buenos Aires,particular,2023,0.0,nuevo,crédito,Forklift Solutions
VENT00658,2023-02-06,Crown,FC 5200,diésel,1500.0,4.6,14452.83,Salta,particular,2022,3411.0,reacondicionado,contado,Potencia SRL
VENT00659,2025-05-15,Crown,RC 5500,diésel,3500.0,2.9,22034.37,Neuquén,distribuidor,2023,2713.0,reacondicionado,crédito,Grupo Industrial SA
VENT00660,2024-11-02,Hyster,J40XN,diésel,3000.0,3.1,17435.07,Mendoza,particular,2022,2952.0,usado,leasing,Potencia SRL
VENT00661,2025-09-03,Hyster,S120FT,gas,3500.0,,17538.07,Mendoza,particular,2024,1573.0,usado,leasing,Potencia SRL
VENT00662,2024-12-05,Linde,H25D,gas,1500.0,,14895.45,Chubut,distribuidor,2024,0.0,nuevo,leasing,Autoelevadores Norte
VENT00663,2024-06-27,Yale,GDP25UX,gas,3000.0,5.1,,Salta,particular,2024,4561.0,reacondicionado,leasing,Grupo Industrial SA
VENT00664,2024-11-09,Toyota,TX30,eléctrico,2000.0,3.3,25783.17,Salta,particular,2022,1968.0,usado,leasing,Grupo Industrial SA
VENT00665,2024-01-01,Toyota,8FGCU25,eléctrico,2000.0,3.6,21414.68,Chubut,empresa,2022,3084.0,usado,crédito,Forklift Solutions
VENT00666,2023-03-09,Yale,GLC050,gas,3000.0,4.8,19805.3,Chubut,distribuidor,2023,4751.0,usado,contado,Autoelevadores Norte
VENT00667,2023-04-28,Linde,E30,eléctrico,,3.9,24812.62,Neuquén,distribuidor,2023,4546.0,reacondicionado,contado,Logística Sur
VENT00668,2024-07-06,Toyota,7FBEU18,gas,2500.0,3.8,,Buenos Aires,particular,2024,0.0,nuevo,contado,Grupo Industrial SA
VENT00669,2025-02-09,Linde,E30,eléctrico,1500.0,6.0,8966.27,Mendoza,particular,2023,0.0,nuevo,crédito,Grupo Industrial SA
VENT00670,2024-06-30,Crown,RC 5500,diésel,1500.0,5.9,28015.01,Buenos Aires,empresa,2023,4934.0,reacondicionado,contado,Autoelevadores Norte
VENT00671,2023-01-22,Crown,RC 5500,eléctrico,3500.0,2.5,20634.3,Salta,distribuidor,2024,3891.0,usado,leasing,Grupo Industrial SA
VENT00672,2023-02-23,Yale,ERP030,gas,1500.0,3.8,9923.31,Chubut,distribuidor,2024,928.0,usado,contado,Logística Sur
VENT00673,2024-06-20,Yale,ERP030,eléctrico,1500.0,5.1,9434.38,Santa Fe,distribuidor,2022,3845.0,reacondicionado,leasing,Logística Sur
VENT00674,2022-12-20,Linde,H25D,gas,1500.0,3.8,17697.73,Santa Fe,distribuidor,2021,3636.0,reacondicionado,crédito,Forklift Solutions
VENT00675,2023-02-15,Toyota,8FGCU25,eléctrico,3500.0,5.6,26756.08,Córdoba,empresa,2024,1494.0,usado,crédito,Potencia SRL
VENT00676,2024-06-19,Linde,E30,diésel,2000.0,4.5,,Neuquén,distribuidor,2022,2292.0,reacondicionado,leasing,Potencia SRL
VENT00677,2023-05-14,Linde,H25D,gas,3500.0,5.0,17488.15,Neuquén,particular,2021,0.0,nuevo,contado,Grupo Industrial SA
VENT00678,2022-10-31,Hyster,J40XN,gas,4000.0,,,Mendoza,particular,2022,,usado,contado,Forklift Solutions
VENT00679,2024-08-07,Hyster,S120FT,diésel,2500.0,3.0,36383.87,Buenos Aires,particular,2024,0.0,nuevo,crédito,Grupo Industrial SA
VENT00680,2024-07-14,Linde,H25D,diésel,4000.0,3.6,28168.69,Neuquén,particular,2024,3537.0,reacondicionado,leasing,Autoelevadores Norte
VENT00681,2025-08-15,Hyster,H50XT,diésel,2500.0,4.6,20268.78,Chubut,particular,2024,2817.0,reacondicionado,leasing,Forklift Solutions
VENT00682,2024-06-22,Linde,H25D,gas,,3.0,33995.35,Mendoza,distribuidor,2021,2159.0,usado,contado,Autoelevadores Norte
VENT00683,2022-10-30,Crown,RC 5500,diésel,3500.0,2.6,31043.17,Santa Fe,particular,2024,2297.0,usado,leasing,Potencia SRL
VENT00684,2024-10-24,Linde,E16,gas,4000.0,3.6,31939.26,Salta,empresa,2022,0.0,nuevo,crédito,Grupo Industrial SA
VENT00685,2024-01-31,Yale,GLC050,gas,,3.4,19748.29,Córdoba,distribuidor,2022,1651.0,reacondicionado,leasing,Forklift Solutions
VENT00686,2023-10-11,Yale,GLC050,eléctrico,2500.0,3.4,2323.56,Córdoba,empresa,2024,,nuevo,crédito,Grupo Industrial SA
VENT00687,2023-01-14,Yale,GDP25UX,gas,1500.0,3.2,41934.33,Buenos Aires,empresa,2021,0.0,nuevo,leasing,Logística Sur
VENT00688,2024-03-14,Yale,GLC050,diésel,1500.0,2.9,12112.97,Mendoza,distribuidor,2021,1570.0,usado,leasing,Logística Sur
VENT00689,2023-01-01,Crown,RC 5500,gas,,4.0,24713.86,Mendoza,particular,2023,4317.0,reacondicionado,crédito,Grupo Industrial SA
VENT00690,2023-03-21,Crown,FC 5200,gas,3000.0,5.6,44045.96,Salta,distribuidor,2021,484.0,reacondicionado,contado,Grupo Industrial SA
VENT00691,2024-03-25,Hyster,J40XN,gas,1500.0,5.1,27644.61,Mendoza,particular,2022,,nuevo,leasing,Grupo Industrial SA
VENT00692,2025-08-23,Toyota,TX30,diésel,,3.9,32593.97,Neuquén,distribuidor,2023,,nuevo,contado,Forklift Solutions
VENT00693,2022-10-29,Yale,GDP25UX,gas,2500.0,3.0,12980.83,Salta,empresa,2024,3435.0,usado,crédito,Logística Sur
VENT00694,2024-03-03,Yale,GDP25UX,diésel,3500.0,4.7,,Buenos Aires,particular,2022,4554.0,usado,contado,Grupo Industrial SA
VENT00695,2024-03-07,Crown,FC 5200,diésel,3000.0,3.3,20738.38,Tucumán,particular,2021,0.0,nuevo,leasing,Grupo Industrial SA
VENT00696,2023-06-17,Toyota,TX30,gas,4000.0,5.1,33726.0,Chubut,empresa,2022,424.0,usado,contado,Potencia SRL
VENT00697,2022-09-29,Toyota,TX30,eléctrico,2000.0,4.4,22230.0,Buenos Aires,empresa,2024,4625.0,reacondicionado,leasing,Potencia SRL
VENT00698,2023-09-07,Toyota,7FBEU18,diésel,,3.9,18642.91,Buenos Aires,distribuidor,2022,1722.0,usado,contado,Logística Sur
VENT00699,2024-04-04,Toyota,8FGCU25,diésel,1500.0,,26583.74,Neuquén,empresa,2024,,reacondicionado,crédito,Forklift Solutions
VENT00700,2023-01-01,Yale,GLC050,diésel,4000.0,,33655.48,Córdoba,distribuidor,2021,0.0,nuevo,leasing,Grupo Industrial SA
